user,content,url,date,replyCount,retweetCount,likeCount,mentionedUsers
"{'username': 'endeploy', 'displayname': 'Bu', 'id': 144121299, 'description': 'gözlerimrenkliolduğuiçingüneşebakamıyorum', 'rawDescription': 'gözlerimrenkliolduğuiçingüneşebakamıyorum', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2010, 5, 15, 10, 42, 52, tzinfo=datetime.timezone.utc), 'followersCount': 58, 'friendsCount': 105, 'statusesCount': 1991, 'favouritesCount': 2027, 'listedCount': 0, 'mediaCount': 119, 'location': 'The Netherlands', 'protected': False, 'linkUrl': 'http://instagram.com/erh.nac', 'linkTcourl': 'https://t.co/lrKvn8yMhf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1333161793196331009/5WuA3rKN_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/144121299/1602330110'}",Welcome buddy! Have a seat! #USA #Usaelections #USAelection2020 #Turkey #2020Election https://t.co/4hayFhDSQI,https://twitter.com/endeploy/status/1323372901270233089,2020-11-02 21:14:21+00:00,0,0,1,
"{'username': 'GregMakris23', 'displayname': 'Gregory Makris, M.D, Ph.D, DIC,FRCR', 'id': 2949994432, 'description': 'Consultant in Endovascular & Interventional Radiology @GSTTnhs /Past Chairman @ETF_irtrainees /Editor @cvirendo/ @imperialcollege @Cambridge_Uni & @TEDx alumnus', 'rawDescription': 'Consultant in Endovascular & Interventional Radiology @GSTTnhs /Past Chairman @ETF_irtrainees /Editor @cvirendo/ @imperialcollege @Cambridge_Uni & @TEDx alumnus', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2014, 12, 29, 20, 43, 11, tzinfo=datetime.timezone.utc), 'followersCount': 3745, 'friendsCount': 4973, 'statusesCount': 8929, 'favouritesCount': 13182, 'listedCount': 108, 'mediaCount': 1429, 'location': 'London, England', 'protected': False, 'linkUrl': 'https://linktr.ee/DrMakris', 'linkTcourl': 'https://t.co/GAXbt9k1qA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1154017220403650563/YEipTwIH_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2949994432/1502289392'}",Love the new cover of  @AthensVoice and the included political analysis on the american elections #2020Election ! Greek #FreePress at its best ! https://t.co/eUOoQPkWRp,https://twitter.com/GregMakris23/status/1322829456130670595,2020-11-01 09:14:53+00:00,0,0,0,"[{'username': 'AthensVoice', 'displayname': 'Athens Voice', 'id': 27931380, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]"
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}","In his presser today, #DonaldTrump attributed #DowJones’ rise to his administration’s good work.
In fact, markets were simply saluting his departure &amp; the coming in of a new presidency...
https://t.co/XQTz8DGhtz
#USTransition2020🇺🇸 https://t.co/591V8z5sdC",https://twitter.com/jobahout/status/1331348133075357706,2020-11-24 21:25:04+00:00,1,4,9,
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}",Expect a weekend of #DonaldTrump’s delirious ranting agains “the #ChineseVirus”!! 😅 https://t.co/fqvh7Tf2FU,https://twitter.com/jobahout/status/1327170799179091969,2020-11-13 08:45:50+00:00,0,0,5,
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}","In the midst of an uncertain and chaotic post electoral transitional sequence, #DonaldTrump completely reshuffles his defense-security-intel administration.
In any banana republic, this would be the early sign of what the #US, in other times, would have called “a coup”... https://t.co/WrwYCNTzzW",https://twitter.com/jobahout/status/1326466957722480640,2020-11-11 10:09:01+00:00,0,2,12,
"{'username': 'burcaras', 'displayname': 'Babuc Diyojenin köylüsü', 'id': 30615267, 'description': 'Mustafa Kemal Atatürk🇹🇷 Live more ,post less ! Mart 76\n\nKolonyasız,maskesiz,gusül abdestsiz girilmez ⛔ #Sinop & #Didim 🇹🇷', 'rawDescription': 'Mustafa Kemal Atatürk🇹🇷 Live more ,post less ! Mart 76\n\nKolonyasız,maskesiz,gusül abdestsiz girilmez ⛔ #Sinop & #Didim 🇹🇷', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 4, 12, 6, 35, 35, tzinfo=datetime.timezone.utc), 'followersCount': 701, 'friendsCount': 646, 'statusesCount': 8929, 'favouritesCount': 52666, 'listedCount': 0, 'mediaCount': 1230, 'location': 'Sultanahmet, İstanbul', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1358514864935866373/bZrC3uWA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/30615267/1612767436'}","Yapma annem ,do you really think you are the president? #DonaldTrump https://t.co/JBDdWyqurU",https://twitter.com/burcaras/status/1325786516396924928,2020-11-09 13:05:12+00:00,0,0,0,
"{'username': 'patrickmercierx', 'displayname': 'patrickmercierx', 'id': 990519554945187840, 'description': 'Dutch YouTuber in Greece, part time BodyGuard, and full time idiot.. but thats the way i like it !', 'rawDescription': 'Dutch YouTuber in Greece, part time BodyGuard, and full time idiot.. but thats the way i like it !', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2018, 4, 29, 9, 13, 59, tzinfo=datetime.timezone.utc), 'followersCount': 202, 'friendsCount': 32, 'statusesCount': 481, 'favouritesCount': 226, 'listedCount': 3, 'mediaCount': 243, 'location': 'Athens, Greece', 'protected': False, 'linkUrl': 'http://www.patrickmercierx.com', 'linkTcourl': 'https://t.co/xzUtKSeRVf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1123885557124358145/7_KGXbw5_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/990519554945187840/1585676784'}","Trump's Most Offensive Statements ( Trump Quotes )
https://t.co/jZgJ65Gz73

#TrumpMeltdown #meantweets #Trump #DonaldTrump #IvankaTrump #pedofilo #pedofil #patrickmercierx https://t.co/H6pKtA1pD8",https://twitter.com/patrickmercierx/status/1325714024441450496,2020-11-09 08:17:08+00:00,0,0,0,
"{'username': 'dailyuktimes', 'displayname': 'A. Haq - London', 'id': 1426018472, 'description': 'Samara Productions Events\nSamarap.org\nDaily UK Times London. dailyuktimes.com\nPAA \npakawards.org.uk\nAsian Food and Restaurant Awards', 'rawDescription': 'Samara Productions Events\nhttps://t.co/eA380Jyi3p\nDaily UK Times London. https://t.co/wqyT9HP87M\nPAA \nhttps://t.co/6wI7MzynmD\nAsian Food and Restaurant Awards', 'descriptionUrls': [{'text': 'Samarap.org', 'url': 'http://Samarap.org', 'tcourl': 'https://t.co/eA380Jyi3p', 'indices': (26, 49)}, {'text': 'dailyuktimes.com', 'url': 'http://dailyuktimes.com', 'tcourl': 'https://t.co/wqyT9HP87M', 'indices': (73, 96)}, {'text': 'pakawards.org.uk', 'url': 'http://pakawards.org.uk', 'tcourl': 'https://t.co/6wI7MzynmD', 'indices': (102, 125)}], 'verified': False, 'created': datetime.datetime(2013, 5, 13, 17, 51, 16, tzinfo=datetime.timezone.utc), 'followersCount': 3495, 'friendsCount': 1015, 'statusesCount': 17910, 'favouritesCount': 5778, 'listedCount': 20, 'mediaCount': 8759, 'location': 'London', 'protected': False, 'linkUrl': 'http://www.samarap.org', 'linkTcourl': 'https://t.co/OrdeN3xdYd', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1275414403928723456/i2c8hKcH_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1426018472/1587493928'}",Melania 'counting time until divorce' when Donald leaves White House https://t.co/utlCrfijbk #DonaldTrump #FireTheTrumpRegime #USElectionResults2020 #USElection #DonaldTrumpIsOverParty #DonaldJTrump #JoeBiden #JoeBidenKamalaHarris2020 #JOEBIDEN2020 #USElections,https://twitter.com/dailyuktimes/status/1325657679625392128,2020-11-09 04:33:15+00:00,0,0,0,
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}","#Saudi leadership finally congratulated #JoeBiden over his election victory more than 24 hours after he defeated #DonaldTrump, who had close personal ties with Crown Prince #MohammedBinSalman.",https://twitter.com/jobahout/status/1325565673565794316,2020-11-08 22:27:39+00:00,1,1,3,
"{'username': 'IkaFerrerGotic', 'displayname': 'Ika Ferrer Gotić N1', 'id': 321369676, 'description': 'Mom | N1 CNN News producer and anchor | Foreign policies @n1info @cnn | #Politics #HumanRights #Space Tweets in EN, NL, ES, BHS Personal views', 'rawDescription': 'Mom | N1 CNN News producer and anchor | Foreign policies @n1info @cnn | #Politics #HumanRights #Space Tweets in EN, NL, ES, BHS Personal views', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 6, 21, 13, 23, 3, tzinfo=datetime.timezone.utc), 'followersCount': 5419, 'friendsCount': 3147, 'statusesCount': 12118, 'favouritesCount': 16323, 'listedCount': 66, 'mediaCount': 2258, 'location': 'Sarajevo Zagreb Belgrade NYC', 'protected': False, 'linkUrl': 'http://www.n1info.com', 'linkTcourl': 'https://t.co/SW7td16Yey', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1358358053255585792/HtEcQxcX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/321369676/1612573765'}","I've never thought I'd say this, but I kinda miss @realDonaldTrump tweet rants! 

Why is Twitter quiet all of the sudden! 

WHY IS NOBODY SHOUTIIIING ANYMORE! 

What are we going to report on! 

What have we done! 

Rhetorically speaking. Of course. 

#DonaldTrump #Elections2020 https://t.co/lZk2jk5CEK",https://twitter.com/IkaFerrerGotic/status/1325418675172757504,2020-11-08 12:43:31+00:00,1,0,3,"[{'username': 'realDonaldTrump', 'displayname': 'Donald J. Trump', 'id': 25073877, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]"
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}","“It’s time to be a good loser”...

Some samples for a graceful #DonaldTrump’s concession act.
(Come on! It’s not that hard...😏)

#USElectionResults2020🇺🇸
https://t.co/YPQPzz6pkM",https://twitter.com/jobahout/status/1325387518007767040,2020-11-08 10:39:43+00:00,1,0,12,
"{'username': 'billsatin', 'displayname': 'Billsatin (George)', 'id': 626502343, 'description': '\uf8ff Just a guy who loves Music and Social Media Fan Account | I Follow Back | IG/SC: @billsatin', 'rawDescription': '\uf8ff Just a guy who loves Music and Social Media Fan Account | I Follow Back | IG/SC: @billsatin', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2012, 7, 4, 14, 22, 42, tzinfo=datetime.timezone.utc), 'followersCount': 2858, 'friendsCount': 4984, 'statusesCount': 6422, 'favouritesCount': 8027, 'listedCount': 7, 'mediaCount': 456, 'location': 'Athens🏛, Greece🇬🇷 | 20', 'protected': False, 'linkUrl': 'https://www.instagram.com/billsatin', 'linkTcourl': 'https://t.co/4iGfAyYEJp', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1338624245048467459/55xoXD56_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/626502343/1611144560'}","Hmmm...
@realDonaldTrump dancing to a song whose whole visual theme is about a clown.
Interesting...🤡🤡🤡

#KatyPerry #Smile #KP5 #DonaldTrump #Elections #Elections2020 #ElectionDay 

https://t.co/eYxqUBos0F",https://twitter.com/billsatin/status/1325375042876825601,2020-11-08 09:50:09+00:00,0,0,0,"[{'username': 'realDonaldTrump', 'displayname': 'Donald J. Trump', 'id': 25073877, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]"
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}","The concession speech #DonaldTrump will obviously not deliver.

Listen to it; a lesson of political class and dignity, and an ode to what #America is -and will probably be again.

(@SenJohnMcCain, one of the last #Republicans)
https://t.co/WPv6O1nvOF",https://twitter.com/jobahout/status/1325234359138463744,2020-11-08 00:31:07+00:00,7,20,83,"[{'username': 'SenJohnMcCain', 'displayname': 'John McCain', 'id': 19394188, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]"
"{'username': 'dark1trauma', 'displayname': 'sarma', 'id': 815354848904417280, 'description': '𝐹𝓊𝒸𝓀 𝓌𝒽𝒶𝓉 𝑜𝓉𝒽𝑒𝓇𝓈 𝓉𝒽𝒾𝓃𝓀, 𝒹𝑜 𝓌𝒽𝒶𝓉 𝓂𝒶𝓀𝑒𝓈 𝓊 𝒽𝒶𝓅𝓅𝓎. 20| 🏳️\u200d🌈|', 'rawDescription': '𝐹𝓊𝒸𝓀 𝓌𝒽𝒶𝓉 𝑜𝓉𝒽𝑒𝓇𝓈 𝓉𝒽𝒾𝓃𝓀, 𝒹𝑜 𝓌𝒽𝒶𝓉 𝓂𝒶𝓀𝑒𝓈 𝓊 𝒽𝒶𝓅𝓅𝓎. 20| 🏳️\u200d🌈|', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2017, 1, 1, 0, 31, 59, tzinfo=datetime.timezone.utc), 'followersCount': 1441, 'friendsCount': 22, 'statusesCount': 2184, 'favouritesCount': 27006, 'listedCount': 0, 'mediaCount': 9, 'location': '666', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1320987918610157571/gqhMRh5E_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/815354848904417280/1603783057'}","It’s time to leave! 
#Election2020 #ElectionResult2020 #DonaldTrump #JoeBiden https://t.co/nZbqf74JWO",https://twitter.com/dark1trauma/status/1325152133356814337,2020-11-07 19:04:23+00:00,0,0,1,
"{'username': 'IkaFerrerGotic', 'displayname': 'Ika Ferrer Gotić N1', 'id': 321369676, 'description': 'Mom | N1 CNN News producer and anchor | Foreign policies @n1info @cnn | #Politics #HumanRights #Space Tweets in EN, NL, ES, BHS Personal views', 'rawDescription': 'Mom | N1 CNN News producer and anchor | Foreign policies @n1info @cnn | #Politics #HumanRights #Space Tweets in EN, NL, ES, BHS Personal views', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2011, 6, 21, 13, 23, 3, tzinfo=datetime.timezone.utc), 'followersCount': 5419, 'friendsCount': 3147, 'statusesCount': 12118, 'favouritesCount': 16323, 'listedCount': 66, 'mediaCount': 2258, 'location': 'Sarajevo Zagreb Belgrade NYC', 'protected': False, 'linkUrl': 'http://www.n1info.com', 'linkTcourl': 'https://t.co/SW7td16Yey', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1358358053255585792/HtEcQxcX_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/321369676/1612573765'}","Paula White, YOU'RE FIRED! | #DonaldTrump #PaulaWhiteremix #Election2020 https://t.co/ST9A7XkDaZ",https://twitter.com/IkaFerrerGotic/status/1325151890460569600,2020-11-07 19:03:25+00:00,7,3,31,
"{'username': 'jobahout', 'displayname': 'Joseph Bahout باحوط', 'id': 51875963, 'description': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'rawDescription': 'Director, @ifi_aub. Associate Professor of Practice (Political Studies @AubFas), @AUB_Lebanon. PS: Tweets are in strictly personal capacity / I block trolls.', 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2009, 6, 28, 23, 7, 6, tzinfo=datetime.timezone.utc), 'followersCount': 18345, 'friendsCount': 5212, 'statusesCount': 43148, 'favouritesCount': 37760, 'listedCount': 396, 'mediaCount': 1549, 'location': 'Lebanon, Beirut', 'protected': False, 'linkUrl': 'http://www.aub.edu.lb/ifi/', 'linkTcourl': 'https://t.co/0CmAwtWV0K', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1306270533772812289/cc0_gdhh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/51875963/1591208294'}","““My favorite dictator” is how #DonaldTrump called #Egypt’s #Sisi, with no hint of condemnation or disgust; Trump has shown a fondness for dictators. Sissi hasn’t forgotten Biden’s advice to “get on the right side of history” during the Arab Spring &amp; give #Mubarak a good push.",https://twitter.com/jobahout/status/1324843534818643968,2020-11-06 22:38:07+00:00,1,0,1,
"{'username': 'ellas_9', 'displayname': 'Ela', 'id': 1480133995, 'description': ""''Nu te strădui să ai succes, ci să ai sens în viața ta.''\n(Albert Einstein)"", 'rawDescription': ""''Nu te strădui să ai succes, ci să ai sens în viața ta.''\n(Albert Einstein)"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 6, 3, 16, 34, 35, tzinfo=datetime.timezone.utc), 'followersCount': 240, 'friendsCount': 180, 'statusesCount': 6434, 'favouritesCount': 1698, 'listedCount': 1, 'mediaCount': 827, 'location': 'Bucureşti, România', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1357729636822773761/g3-r_Psj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1480133995/1602443323'}","@realDonaldTrump #MilitaryVotes #militaryballots 
DON T LET US DOWN! PUT YOURSELF TOGETHER‼️
END @JoeBiden ,THIS PEDO! 
STAND WITH US,THE PEOPLE @EricTrump @DonaldJTrumpJr @IvankaTrump 
#DonaldTRUMP 🔴🔴🔴🔴🔴",https://twitter.com/ellas_9/status/1324727265146658823,2020-11-06 14:56:06+00:00,0,0,0,"[{'username': 'realDonaldTrump', 'displayname': 'Donald J. Trump', 'id': 25073877, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'JoeBiden', 'displayname': 'Joe Biden', 'id': 939091, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'EricTrump', 'displayname': 'Eric Trump', 'id': 39349894, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'DonaldJTrumpJr', 'displayname': 'Donald Trump Jr.', 'id': 39344374, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}, {'username': 'IvankaTrump', 'displayname': 'Ivanka Trump', 'id': 52544275, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]"
"{'username': 'ellas_9', 'displayname': 'Ela', 'id': 1480133995, 'description': ""''Nu te strădui să ai succes, ci să ai sens în viața ta.''\n(Albert Einstein)"", 'rawDescription': ""''Nu te strădui să ai succes, ci să ai sens în viața ta.''\n(Albert Einstein)"", 'descriptionUrls': [], 'verified': False, 'created': datetime.datetime(2013, 6, 3, 16, 34, 35, tzinfo=datetime.timezone.utc), 'followersCount': 240, 'friendsCount': 180, 'statusesCount': 6434, 'favouritesCount': 1698, 'listedCount': 1, 'mediaCount': 827, 'location': 'Bucureşti, România', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1357729636822773761/g3-r_Psj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1480133995/1602443323'}","Nevada,MAKE THE DIFFERENECE 🔴 @realDonaldTrump #Elections2020 
You SHOULD WRITE OUR HISTOY! 
#DonaldTrump",https://twitter.com/ellas_9/status/1324103946747711494,2020-11-04 21:39:16+00:00,0,0,0,"[{'username': 'realDonaldTrump', 'displayname': 'Donald J. Trump', 'id': 25073877, 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None}]"
